Drug,geneName,log2FoldChange,padj no NA,pvalue
VPC14449,SLC35E2A,-0.012078081,0.996133914,0.87200388
VPC14449,NADK,0.026527299,0.996133914,0.817423279
VPC14449,GNB1,-0.038450956,0.996133914,0.510503488
VPC14449,AL109917.1,0.132873482,0.996133914,0.691382024
VPC14449,CALML6,0.19883193,0.996133914,0.746065155
VPC14449,TMEM52,0.243840452,0.996133914,0.602495953
VPC14449,CFAP74,0.077223512,1,0.949665996
VPC14449,GABRD,0.327835231,0.996133914,0.46751995
VPC14449,AL391845.1,0.372366748,0.996133914,0.546481614
VPC14449,PRKCZ,0.213329625,0.996133914,0.49446426
VPC14449,AL590822.2,-0.478812514,0.996133914,0.496858446
VPC14449,PRKCZ-AS1,-0.678264481,0.958547345,0.021885145
VPC14449,FAAP20,0.245517656,0.996133914,0.522982348
VPC14449,AL590822.1,1.027466163,1,0.877169233
VPC14449,SKI,0.117991219,0.996133914,0.589174539
VPC14449,MORN1,-0.072703839,0.996133914,0.677429952
VPC14449,AL513477.1,-0.175953722,0.996133914,0.427689788
VPC14449,AL513477.2,0.471099646,1,0.711186273
VPC14449,RER1,0.089194895,0.996133914,0.70621476
VPC14449,PEX10,-0.200270731,0.996133914,0.538195361
VPC14449,PLCH2,0.661159325,0.745902021,0.015019023
VPC14449,AL139246.1,0.539520644,1,0.777723067
VPC14449,AL139246.4,0.892745284,1,0.634230082
VPC14449,PANK4,0.284807664,0.996133914,0.303048476
VPC14449,HES5,1.148438559,1,0.691373527
VPC14449,AL139246.5,0.328162976,0.996133914,0.48932986
VPC14449,TNFRSF14-AS1,0.443098151,0.996133914,0.402473826
VPC14449,TNFRSF14,0.126482176,0.996133914,0.710987775
VPC14449,AL139246.2,-0.110409604,1,0.907359855
VPC14449,AL139246.3,0.437369308,0.996133914,0.342742815
VPC14449,PRXL2B,0.15362679,0.996133914,0.646267107
VPC14449,MMEL1,-0.021262588,0.997545901,0.951746417
VPC14449,TTC34,-0.554334658,0.996133914,0.181515203
VPC14449,LINC00982,-0.896091008,1,0.870380958
VPC14449,PRDM16,-2.655103298,1,0.027471057
VPC14449,AL008733.1,1.027480599,1,0.797859952
VPC14449,ARHGEF16,0.042323438,0.996133914,0.873723075
VPC14449,AL512413.1,-1.795616375,1,0.360450732
VPC14449,MEGF6,0.468705308,0.996133914,0.201181988
VPC14449,AL513320.1,1.454832314,1,0.168409668
VPC14449,TPRG1L,0.046641544,0.996133914,0.830669051
VPC14449,WRAP73,0.106799096,0.996133914,0.429836422
VPC14449,TP73,0.250708242,0.996133914,0.425788953
VPC14449,AL136528.1,-0.506630548,0.996133914,0.352098958
VPC14449,TP73-AS1,0.008195268,0.996133914,0.94143111
VPC14449,CCDC27,-0.36519885,0.996133914,0.538755882
VPC14449,SMIM1,0.074144502,0.996133914,0.867662333
VPC14449,LRRC47,0.03757481,0.996133914,0.837855386
VPC14449,RN7SL574P,-0.209121445,1,0.853486374
VPC14449,AL365330.1,-0.009168276,0.99921456,0.985901528
VPC14449,CEP104,0.071568554,0.996133914,0.336326049
VPC14449,DFFB,-0.097579682,0.996133914,0.421159493
VPC14449,C1orf174,-0.022347776,0.996133914,0.881379048
VPC14449,LINC01134,-0.457427961,0.996133914,0.20985305
VPC14449,AL805961.1,1.080172395,1,0.128943734
VPC14449,LINC01777,0.119022154,1,0.960545395
VPC14449,NPHP4,0.072637536,0.996133914,0.687987231
VPC14449,KCNAB2,0.249880801,0.996133914,0.412791418
VPC14449,CHD5,0.225969027,0.996133914,0.53690826
VPC14449,RPL22,-0.055023613,0.996133914,0.689538224
VPC14449,AL031847.1,0.192553352,0.996133914,0.780829938
VPC14449,RNF207,0.13528048,0.996133914,0.704096557
VPC14449,ICMT,-0.110571627,0.996133914,0.216713415
VPC14449,LINC00337,0.797906668,0.996133914,0.042134961
VPC14449,GPR153,0.055688313,0.996133914,0.878461127
VPC14449,ACOT7,0.233986516,0.996133914,0.54458872
VPC14449,HES2,-0.704548128,0.656258906,0.012197561
VPC14449,ESPN,0.392178385,0.996133914,0.344129204
VPC14449,AL031848.1,1.027477775,1,0.824991941
VPC14449,TNFRSF25,-0.296039024,0.996133914,0.537150508
VPC14449,PLEKHG5,0.029440893,0.996133914,0.90384823
VPC14449,NOL9,-0.135769104,0.996133914,0.359124997
VPC14449,AL591866.1,0.047408997,1,0.974050486
VPC14449,TAS1R1,0.248405183,0.996133914,0.530230834
VPC14449,ZBTB48,0.166335272,0.996133914,0.472287486
VPC14449,KLHL21,0.209603978,0.996133914,0.416578897
VPC14449,PHF13,0.143198809,0.996133914,0.383000432
VPC14449,THAP3,0.315383534,0.996133914,0.252238205
VPC14449,DNAJC11,0.123093138,0.996133914,0.656847851
VPC14449,CAMTA1-DT,-0.029000517,0.996133914,0.914762815
VPC14449,CAMTA1,0.098842639,0.996133914,0.62385532
VPC14449,CAMTA1-IT1,-0.522759922,1,0.740881851
VPC14449,AL359881.3,0.899829522,1,0.673484613
VPC14449,AL359881.2,3.212736068,1,0.03510035
VPC14449,AL359881.1,-0.535829953,0.996133914,0.437085629
VPC14449,VAMP3,0.028935253,0.996133914,0.756465339
VPC14449,Z98884.2,0.379666386,1,0.650215555
VPC14449,PER3,0.043015364,0.996133914,0.921857888
VPC14449,Z98884.1,-3.115925576,1,0.064320655
VPC14449,UTS2,-1.795472672,1,0.354668477
VPC14449,TNFRSF9,-1.834187248,1,0.474718585
VPC14449,PARK7,0.005968911,0.99921456,0.973693015
VPC14449,RF00019,-0.701165358,1,0.520498218
VPC14449,AL034417.4,-0.956930162,1,0.335192267
VPC14449,AL034417.3,-1.782946478,1,0.789941551
VPC14449,ERRFI1,-1.427498757,2.56E-07,2.49E-10
VPC14449,AL034417.2,1.027472883,1,0.853851527
VPC14449,AL034417.1,-1.795105991,1,0.340569341
VPC14449,SLC45A1,-0.007073587,0.99921456,0.983221495
VPC14449,RERE,-0.005113023,0.99921456,0.972911365
VPC14449,AL096855.1,-0.354493725,1,0.584511731
VPC14449,RPL7P11,-1.808549285,1,0.650348319
VPC14449,RPL7P7,0.857955246,1,0.444241592
VPC14449,ENO1,0.325873951,0.996133914,0.462739875
VPC14449,ENO1-AS1,-0.062474005,0.996133914,0.822577984
VPC14449,RNU6-304P,0.873627608,1,0.668317766
VPC14449,HMGN2P17,-1.121478045,1,0.261360815
VPC14449,SLC2A7,-1.418339971,1,0.432685192
VPC14449,SLC2A5,-1.830100529,1,0.239528781
VPC14449,GPR157,-0.01094471,0.996133914,0.919859699
VPC14449,MIR34AHG,-0.295191952,0.996133914,0.494384408
VPC14449,LNCTAM34A,0.193369967,0.996133914,0.386924957
VPC14449,H6PD,0.143714365,0.996133914,0.205826538
VPC14449,SPSB1,-0.413531321,0.996133914,0.025090528
VPC14449,BX323043.1,1.029118159,1,0.364665778
VPC14449,AL928921.2,0.341882233,0.996133914,0.207017744
VPC14449,SLC25A33,-0.330743824,0.000188991,4.77E-07
VPC14449,AL954705.1,-0.985849684,0.996133914,0.170656908
VPC14449,TMEM201,0.109972871,0.996133914,0.767648957
VPC14449,PIK3CD,0.181650362,0.996133914,0.250089104
VPC14449,PIK3CD-AS2,0.025838701,0.996133914,0.944006679
VPC14449,CLSTN1,0.327199717,0.996133914,0.26189296
VPC14449,AL357140.3,0.06569193,1,0.980733009
VPC14449,CTNNBIP1,0.143030867,0.996133914,0.581611661
VPC14449,AL357140.5,-0.830522696,1,0.67576359
VPC14449,LZIC,-0.137466547,0.996133914,0.393666823
VPC14449,AL357140.2,-0.250265261,0.996133914,0.588129522
VPC14449,NMNAT1,0.012847107,0.996133914,0.906946167
VPC14449,RN7SKP269,0.933365247,1,0.296759969
VPC14449,RBP7,0.27260119,0.996133914,0.387507539
VPC14449,UBE4B,0.157250644,0.996133914,0.297702654
VPC14449,KIF1B,-0.034808076,0.996133914,0.857847419
VPC14449,RNU6-37P,0.622560359,1,0.774510507
VPC14449,AL139424.3,0.892031239,1,0.257177977
VPC14449,AL139424.2,-0.367240687,0.996133914,0.47002607
VPC14449,PGD,0.227157165,0.996133914,0.434893661
VPC14449,AL139424.1,-1.793272083,1,0.282424604
VPC14449,CENPS-CORT,-0.161244928,0.996133914,0.763189494
VPC14449,CENPS,-0.20469125,0.996133914,0.261349108
VPC14449,CORT,-0.014713808,0.99921456,0.978760213
VPC14449,DFFA,-0.137145057,0.996133914,0.169109384
VPC14449,PEX14,0.300369612,0.996133914,0.342284797
VPC14449,CASZ1,0.158575587,0.996133914,0.111592455
VPC14449,AL139423.1,0.006715835,0.99921456,0.987701393
VPC14449,C1orf127,0.584437488,0.996133914,0.395813322
VPC14449,CFL1P6,1.505355338,1,0.345250681
VPC14449,TARDBP,-0.286945381,0.996133914,0.208138781
VPC14449,MASP2,0.389372804,0.996133914,0.507350537
VPC14449,AL109811.3,0.787192594,0.996133914,0.289897305
VPC14449,SRM,0.280393837,0.996133914,0.571057604
VPC14449,EXOSC10,0.007142988,0.996133914,0.929135309
VPC14449,AL109811.1,-1.280583185,1,0.337974503
VPC14449,AL109811.2,0.173700878,0.996133914,0.624871765
VPC14449,MTOR,-0.071386026,0.996133914,0.543515654
VPC14449,UBIAD1,0.023265125,0.996133914,0.931202348
VPC14449,UBE2V2P3,0.512665693,1,0.824371516
VPC14449,DISP3,-0.685333297,1,0.352844245
VPC14449,LINC01647,1.282911729,1,0.337921956
VPC14449,AL031731.1,-0.829083345,1,0.814648682
VPC14449,FBXO2,0.25680586,0.996133914,0.440636726
VPC14449,FBXO44,0.256204914,0.996133914,0.454487295
VPC14449,FBXO6,0.169496506,0.996133914,0.541340654
VPC14449,MAD2L2,0.195494658,0.996133914,0.53732241
VPC14449,DRAXIN,0.055341125,1,0.942447656
VPC14449,AGTRAP,0.218721236,0.996133914,0.592072514
VPC14449,MTHFR,0.260456105,0.996133914,0.153320286
VPC14449,CLCN6,0.186504257,0.996133914,0.12325842
VPC14449,NPPA,0.858291031,1,0.697197192
VPC14449,AL021155.2,-0.322476698,0.996133914,0.361120511
VPC14449,RNU5E-4P,-0.931412819,1,0.412108768
VPC14449,KIAA2013,0.156623546,0.996133914,0.597272256
VPC14449,PLOD1,0.249742472,0.996133914,0.517604626
VPC14449,MFN2,0.095208812,0.996133914,0.664651157
VPC14449,MIIP,0.113418133,0.996133914,0.693975208
VPC14449,RF00019.1,0.065691778,1,0.984881535
VPC14449,TNFRSF8,-0.014459003,0.99921456,0.97246658
VPC14449,TNFRSF1B,-0.048761239,1,0.945459467
VPC14449,VPS13D,-0.065319607,0.996133914,0.739266485
VPC14449,SNORA59A,-1.077876655,1,0.205696233
VPC14449,DHRS3,0.265485421,0.996133914,0.537548085
VPC14449,AC254633.1,0.146586571,1,0.919254531
VPC14449,C1orf158,1.447409756,0.634798001,0.011464218
VPC14449,PRAMEF12,-0.302555434,1,0.667020696
VPC14449,PRAMEF1,-0.971703049,1,0.518158826
VPC14449,PRAMEF11,1.027484072,1,0.736635613
VPC14449,HNRNPCL1,0.248083265,1,0.794253397
VPC14449,PRAMEF2,0.06569186,1,0.98302285
VPC14449,PRAMEF7,-0.721175351,1,0.55276287
VPC14449,PRAMEF6,2.276453928,1,0.238887823
VPC14449,PRAMEF28P,2.483411052,1,0.32012006
VPC14449,PRAMEF27,0.866922553,1,0.68076188
VPC14449,HNRNPCL3,-1.398738277,1,0.762579265
VPC14449,PRAMEF25,0.065691974,1,0.97871755
VPC14449,PRAMEF34P,0.315196115,0.996133914,0.597324519
VPC14449,HNRNPCL2,-1.371990508,1,0.213343838
VPC14449,PRAMEF36P,0.3151589,0.996133914,0.598649642
VPC14449,PRAMEF26,0.065691979,1,0.978451124
VPC14449,HNRNPCL4,-2.78406642,1,0.539939782
VPC14449,PRAMEF9,1.418118983,1,0.524293349
VPC14449,PRAMEF13,-0.009331241,1,0.997355308
VPC14449,PRAMEF5,-0.286734825,1,0.894249856
VPC14449,PRAMEF8,-0.612293,1,0.562502895
VPC14449,PRAMEF15,0.539484594,1,0.872880173
VPC14449,PRAMEF14,0.616529952,1,0.688140577
VPC14449,PDPN,1.765413663,1,0.61413705
VPC14449,PRDM2,-0.030474775,0.996133914,0.885736791
VPC14449,KAZN,-0.150705495,0.996133914,0.340475849
VPC14449,TBCAP2,1.056142718,1,0.818716891
VPC14449,TMEM51-AS1,0.360878839,0.996133914,0.558888765
VPC14449,TMEM51,-0.164871671,0.996133914,0.355002661
VPC14449,FHAD1,0.525189952,1,0.503729086
VPC14449,AL031283.2,-0.033328153,1,0.992240641
VPC14449,AL031283.1,0.989686573,1,0.74526511
VPC14449,EFHD2,0.153407704,0.996133914,0.617470138
VPC14449,CELA2B,-2.367389137,1,0.378343869
VPC14449,CASP9,0.227831353,0.996133914,0.323530875
VPC14449,DNAJC16,-0.158408162,0.996133914,0.584954574
VPC14449,AGMAT,0.059276054,1,0.944550236
VPC14449,CHCHD2P6,-0.662680634,0.996133914,0.205564685
VPC14449,DDI2,-0.334967145,0.996133914,0.523873399
VPC14449,AL121992.2,0.065691455,1,0.98879115
VPC14449,PLEKHM2,0.297082679,0.996133914,0.347198083
VPC14449,AL450998.2,-0.343030002,1,0.739857186
VPC14449,SLC25A34,0.280981955,0.996133914,0.427393233
VPC14449,FBLIM1,-0.006432223,0.99921456,0.980219245
VPC14449,RPL12P14,0.183723606,1,0.845340899
VPC14449,UQCRHL,0.048122861,0.996133914,0.740769716
VPC14449,AL450998.1,0.257544997,0.996133914,0.542206069
VPC14449,FLJ37453,-0.14008967,0.996133914,0.23634832
VPC14449,SPEN,-0.039944383,0.996133914,0.759901601
VPC14449,ZBTB17,0.200892862,0.996133914,0.429585102
VPC14449,AL355994.2,0.62046085,1,0.556666258
VPC14449,FAM131C,0.378835646,0.996133914,0.421972312
VPC14449,EPHA2,0.426248379,0.996133914,0.0958965
VPC14449,AL451042.2,0.071057243,1,0.920511018
VPC14449,AL451042.1,3.040155487,1,0.051264499
VPC14449,ARHGEF19,-0.069944035,0.996133914,0.82101745
VPC14449,ANO7L1,-0.224243114,0.996133914,0.624769951
VPC14449,CPLANE2,0.194052579,0.996133914,0.558398689
VPC14449,MT1XP1,0.263450401,1,0.770982603
VPC14449,FBXO42,-0.106053345,0.996133914,0.210142906
VPC14449,SZRD1,0.109245153,0.996133914,0.656485909
VPC14449,RPL22P3,0.02035444,1,0.982328142
VPC14449,NECAP2,0.027615561,0.996133914,0.88755894
VPC14449,LINC01772,-0.275273098,1,0.750078828
VPC14449,CROCCP3,-0.033343634,0.99834053,0.962093491
VPC14449,RNU1-1,-0.896094586,1,0.849070336
VPC14449,AL137802.2,-0.111810629,0.996133914,0.861903017
VPC14449,LINC01783,0.965103959,1,0.230072598
VPC14449,NBPF1,0.011324933,0.998063712,0.956262269
VPC14449,AL137798.1,-0.565994234,1,0.595110376
VPC14449,CROCCP2,0.00860706,0.99834053,0.962258046
VPC14449,MST1P2,0.504924575,0.996133914,0.470423222
VPC14449,AL137798.2,0.680957731,0.996133914,0.244248474
VPC14449,RNU1-3,-0.896100217,1,0.772475431
VPC14449,AL021920.2,1.027484119,1,0.735379084
VPC14449,EIF1AXP1,-0.541127786,0.996133914,0.224559743
VPC14449,ESPNP,0.816426658,0.996133914,0.261552401
VPC14449,AL021920.3,0.68135872,0.996133914,0.249412483
VPC14449,CROCC,0.108883909,0.996133914,0.472344539
VPC14449,RNU1-4,-0.89610028,1,0.770841312
VPC14449,MST1L,1.243179856,1,0.227308066
VPC14449,BX284668.2,0.287036429,0.996133914,0.62003648
VPC14449,RNU1-2,-0.896101332,1,0.736937396
VPC14449,BX284668.6,0.064309011,1,0.935002762
VPC14449,ATP13A2,0.452860355,0.996133914,0.239478578
VPC14449,SDHB,0.070722791,0.996133914,0.600054194
VPC14449,PADI2,0.368618189,0.996133914,0.251760675
VPC14449,PADI1,-0.293575401,0.996133914,0.54967283
VPC14449,PADI3,1.027482674,1,0.767281583
VPC14449,PADI6,0.065691435,1,0.988947516
VPC14449,RCC2,0.02600059,0.996133914,0.827795125
VPC14449,ARHGEF10L,0.203023912,0.996133914,0.287764724
VPC14449,ACTL8,0.120045648,0.996133914,0.835949931
VPC14449,IGSF21,1.815035046,1,0.695916227
VPC14449,KLHDC7A,1.027486588,1,0.6256974
VPC14449,PAX7,0,1,1
VPC14449,ALDH4A1,0.209636299,0.996133914,0.541380695
VPC14449,IFFO2,-0.070724671,0.996133914,0.540593877
VPC14449,AL137127.1,0.052572644,1,0.957654717
VPC14449,UBR4,0.285849499,0.996133914,0.107189781
VPC14449,AL035413.1,0.56501249,0.996133914,0.384436554
VPC14449,EMC1,0.084449251,0.996133914,0.615729732
VPC14449,MRTO4,-0.061022171,0.996133914,0.827347492
VPC14449,AKR7L,-0.565222334,0.996133914,0.049867371
VPC14449,AKR7A3,-1.052549944,0.996133914,0.094879164
VPC14449,AL035413.2,-0.439117295,0.996133914,0.265522434
VPC14449,AKR7A2,0.229490336,0.996133914,0.531757654
VPC14449,RNU6-1099P,0.000254402,1,0.99989647
VPC14449,PQLC2,-0.03381856,0.996133914,0.855881246
VPC14449,CAPZB,0.097367916,0.996133914,0.691826075
VPC14449,MINOS1,0.000865217,0.999863172,0.99592031
VPC14449,NBL1,-1.082702664,0.830680212,0.017488506
VPC14449,AL031727.1,0.229490779,0.996133914,0.697263483
VPC14449,HTR6,-0.641693022,0.996133914,0.316724134
VPC14449,TMCO4,0.067283529,0.996133914,0.758228684
VPC14449,OTUD3,-0.098381609,0.996133914,0.84739629
VPC14449,PLA2G2A,0.293563979,0.996133914,0.158906288
VPC14449,PLA2G5,0.23093757,0.996133914,0.488825944
VPC14449,PLA2G2F,0.943289786,0.996133914,0.250206338
VPC14449,Z98257.1,-0.896102109,1,0.699309782
VPC14449,UBXN10,0.336309387,1,0.76482913
VPC14449,Z98257.2,-1.796669885,1,0.408469325
VPC14449,VWA5B1,-0.60423095,0.996133914,0.354424155
VPC14449,LINC01141,-2.374677515,1,0.178351583
VPC14449,CAMK2N1,0.414921993,6.50E-06,9.69E-09
VPC14449,MUL1,0.276938289,0.996133914,0.327197996
VPC14449,FAM43B,0.23886912,1,0.928991917
VPC14449,CDA,-0.502488303,1,0.829847184
VPC14449,PINK1,0.210668819,0.996133914,0.340340856
VPC14449,PINK1-AS,-0.32978832,0.996133914,0.075237377
VPC14449,DDOST,0.099384288,0.996133914,0.693848478
VPC14449,KIF17,0.49110028,0.996133914,0.329939952
VPC14449,SH2D5,-0.428809935,0.996133914,0.438480998
VPC14449,HP1BP3,-0.034358635,0.996133914,0.860008965
VPC14449,EIF4G3,-0.235773371,0.996133914,0.516920776
VPC14449,ECE1,0.129209952,0.996133914,0.638185255
VPC14449,PPP1R11P1,-0.896094574,1,0.849163836
VPC14449,NBPF2P,-0.031310952,0.997564285,0.953315211
VPC14449,HS6ST1P1,-0.057929462,0.996133914,0.792619861
VPC14449,NBPF3,0.180765333,0.996133914,0.431760517
VPC14449,ALPL,0.37849756,1,0.644429878
VPC14449,RAP1GAP,0.34473432,0.996133914,0.288149131
VPC14449,USP48,-0.349252009,0.996133914,0.35586383
VPC14449,HSPG2,0.501033382,0.996133914,0.187085936
VPC14449,AL590556.1,0.526312406,1,0.530035139
VPC14449,AL590556.2,-1.78782498,1,0.307982544
VPC14449,CELA3B,-1.415255915,1,0.678100679
VPC14449,LINC01635,1.559048961,1,0.10731008
VPC14449,LINC00339,-0.242547568,0.996133914,0.564823565
VPC14449,AL031281.2,-1.831647731,1,0.251678678
VPC14449,AL031281.3,-1.470273394,1,0.10552316
VPC14449,CDC42,-0.695923181,0.996133914,0.145681465
VPC14449,WNT4,0.385528051,0.996133914,0.182667377
VPC14449,AL445253.1,0.165533853,0.996133914,0.802914572
VPC14449,ZBTB40,0.128565595,0.996133914,0.051402393
VPC14449,ZBTB40-IT1,0.967856982,1,0.585710672
VPC14449,EPHA8,-1.062028601,1,0.228843885
VPC14449,EPHB2,0.119808169,0.996133914,0.524577595
VPC14449,TEX46,-0.343637214,1,0.686492005
VPC14449,KDM1A,-0.125959909,0.996133914,0.25030944
VPC14449,LUZP1,-0.110899462,0.996133914,0.435434004
VPC14449,HTR1D,2.917334095,1,0.103726753
VPC14449,AL109936.1,0.065691913,1,0.98138983
VPC14449,LINC01355,-0.809533986,1,0.494151453
VPC14449,AL109936.6,2.459458936,1,0.184882674
VPC14449,HNRNPR,-0.154016986,0.996133914,0.709578092
VPC14449,ZNF436,0.096780481,0.996133914,0.468055133
VPC14449,ZNF436-AS1,-0.122496801,0.996133914,0.723244311
VPC14449,AL109936.2,-0.824223427,1,0.737052726
VPC14449,TCEA3,0.172367669,0.996133914,0.477044386
VPC14449,ASAP3,0.263319896,0.996133914,0.232212497
VPC14449,E2F2,-0.121289633,0.996133914,0.674259614
VPC14449,AL021154.1,0.377331922,1,0.662312638
VPC14449,ID3,0.809526305,0.259012432,0.003120274
VPC14449,RPL11,-0.111892333,0.996133914,0.196181344
VPC14449,ELOA,-0.063454044,0.996133914,0.564645917
VPC14449,ELOA-AS1,-0.035372633,0.996133914,0.925213699
VPC14449,PITHD1,-0.168209906,0.996133914,0.062102756
VPC14449,LYPLA2,0.015437216,0.99834053,0.962122283
VPC14449,GALE,-0.0017456,0.999863172,0.994743777
VPC14449,HMGCL,0.205193976,0.996133914,0.427375559
VPC14449,FUCA1,0.102889614,0.996133914,0.232107901
VPC14449,BTBD6P1,-0.932044059,1,0.648030959
VPC14449,AL590609.2,0,1,1
VPC14449,PNRC2,-0.069986588,0.996133914,0.894174173
VPC14449,SRSF10,-0.321470577,0.996133914,0.480959206
VPC14449,MYOM3,1.027484037,1,0.73756495
VPC14449,IL22RA1,-0.384447323,1,0.569877567
VPC14449,IFNLR1,-0.896102077,1,0.701170095
VPC14449,GRHL3,-0.25245115,0.996133914,0.404616505
VPC14449,STPG1,-0.024387378,0.996133914,0.815445809
VPC14449,NIPAL3,-0.106716417,0.996133914,0.078998419
VPC14449,RCAN3,0.260570397,0.996133914,0.236869373
VPC14449,NCMAP,0,1,1
VPC14449,SRRM1,-0.115534738,0.996133914,0.352985188
VPC14449,CLIC4,-0.236581735,0.996133914,0.611283069
VPC14449,RUNX3,1.027484845,1,0.713466353
VPC14449,SYF2,0.121568277,0.996133914,0.577987179
VPC14449,AL031432.4,-0.122894524,0.996133914,0.814503706
VPC14449,AL031432.5,-1.788879654,1,0.291418542
VPC14449,RSRP1,-0.164278794,0.996133914,0.753700408
VPC14449,AL031432.3,0.104107117,0.996133914,0.843268253
VPC14449,AL031432.2,0.182483075,1,0.812869248
VPC14449,RHD,1.913001728,1,0.096178273
VPC14449,SDHDP6,-1.226944526,0.996133914,0.059624197
VPC14449,AL928711.1,1.411956901,1,0.758531446
VPC14449,TMEM50A,-0.051493133,0.996133914,0.670664374
VPC14449,RHCE,0.752472727,0.996133914,0.037155756
VPC14449,AL031284.1,-1.013574768,0.996133914,0.103398676
VPC14449,MACO1,0.022131731,0.996133914,0.864666205
VPC14449,LDLRAP1,0.056546422,0.996133914,0.787857875
VPC14449,AL606491.1,1.050538104,1,0.270905717
VPC14449,MAN1C1,0.078356872,0.996133914,0.682991795
VPC14449,AL031280.1,2.528866401,1,0.157652039
VPC14449,SELENON,0.303403139,0.996133914,0.402811559
VPC14449,AL020996.1,0.153729817,0.996133914,0.716802757
VPC14449,MTFR1L,0.090091848,0.996133914,0.666017163
VPC14449,AUNIP,0.015660918,0.996133914,0.943578679
VPC14449,AL033528.2,-0.580363951,1,0.720016012
VPC14449,PAQR7,1.753908664,1,0.066269208
VPC14449,STMN1,-0.013437194,0.996133914,0.93395706
VPC14449,PAFAH2,-0.016845056,0.996133914,0.856695454
VPC14449,EXTL1,-0.090578956,0.996133914,0.845439129
VPC14449,SLC30A2,0.977602785,0.996133914,0.259089046
VPC14449,PDIK1L,-0.067645437,0.996133914,0.919078303
VPC14449,AL391650.1,-0.470397209,1,0.547573875
VPC14449,CNKSR1,0.247979548,0.996133914,0.371094614
VPC14449,AL355877.1,1.742331811,1,0.795450931
VPC14449,AL355877.3,-0.82164076,1,0.86170226
VPC14449,CEP85,0.082752599,0.996133914,0.368437583
VPC14449,AL355877.2,-1.799725387,1,0.654997505
VPC14449,SH3BGRL3,0.40373597,0.996133914,0.356111167
VPC14449,UBXN11,0.259751242,0.996133914,0.324177966
VPC14449,CRYBG2,0.094900037,0.996133914,0.826376215
VPC14449,LIN28A,0,1,1
VPC14449,DHDDS,0.099719802,0.996133914,0.628615461
VPC14449,AL513365.1,-1.824039135,1,0.274205389
VPC14449,AL513365.2,-0.530052808,1,0.62732462
VPC14449,HMGN2,0.124803238,0.996133914,0.576776269
VPC14449,RPS6KA1,0.257998104,0.996133914,0.444435267
VPC14449,AL512408.1,0.207424671,0.996133914,0.445184942
VPC14449,ARID1A,-0.106381818,0.996133914,0.255759562
VPC14449,PIGV,0.159872659,0.996133914,0.378259701
VPC14449,ZDHHC18,0.130535055,0.996133914,0.557112587
VPC14449,SFN,-0.380177329,0.996133914,0.440924836
VPC14449,GPN2,0.013129246,0.996133914,0.925866651
VPC14449,GPATCH3,0.240905068,0.996133914,0.389776259
VPC14449,NUDC,0.039336436,0.996133914,0.884471025
VPC14449,NR0B2,1.883396004,1,0.575550545
VPC14449,KDF1,0.202906319,0.996133914,0.518070239
VPC14449,RPL12P13,0.481903405,1,0.696250704
VPC14449,OSTCP2,0.037460448,1,0.97994305
VPC14449,TRNP1,0.134704084,0.996133914,0.606882846
VPC14449,TENT5B,1.027477885,1,0.824137792
VPC14449,SLC9A1,0.456842087,0.996133914,0.118570117
VPC14449,CHCHD3P3,0.052235836,1,0.951717525
VPC14449,NPM1P39,-0.457683106,0.996133914,0.235770885
VPC14449,WDTC1,0.324610934,0.996133914,0.321479556
VPC14449,FO393419.3,-0.896102958,1,0.631376468
VPC14449,TMEM222,0.314084525,0.996133914,0.409429031
VPC14449,RNU6-48P,0.760241306,1,0.525839979
VPC14449,ACTG1P20,-0.43499839,0.996133914,0.518483949
VPC14449,SYTL1,0.327929785,0.996133914,0.188617976
VPC14449,MAP3K6,0.122412587,0.996133914,0.693240276
VPC14449,FCN3,-0.819602412,1,0.297641777
VPC14449,CD164L2,0.525916535,0.996133914,0.256088516
VPC14449,GPR3,0.542631433,0.996133914,0.24736715
VPC14449,WASF2,0.163740907,0.996133914,0.518500711
VPC14449,AHDC1,0.005726808,0.99921456,0.976492558
VPC14449,AL031729.1,-1.090308493,0.996133914,0.103457104
VPC14449,IFI6,0.178142431,0.996133914,0.488898869
VPC14449,AL445490.1,0.98966702,1,0.745101015
VPC14449,FAM76A,-0.113203315,0.996133914,0.766460986
VPC14449,AL020997.1,0.382019791,1,0.722895492
VPC14449,STX12,-0.017393832,0.996133914,0.830864061
VPC14449,AL020997.2,-0.081027777,1,0.975474555
VPC14449,AL020997.3,0.065691953,1,0.979765591
VPC14449,PPP1R8,-0.117465318,0.996133914,0.224991529
VPC14449,THEMIS2,0.030615781,1,0.985571036
VPC14449,RPA2,-0.050552653,0.996133914,0.727992586
VPC14449,SMPDL3B,0.259948214,0.996133914,0.404837639
VPC14449,AL512288.1,-0.155001426,1,0.872242485
VPC14449,XKR8,0.032912616,0.996133914,0.827801951
VPC14449,EYA3,-0.144678127,0.996133914,0.404808719
VPC14449,AL512288.2,0,1,1
VPC14449,RN7SL559P,-0.896102209,1,0.693216261
VPC14449,SPCS2P4,-0.076765587,0.996133914,0.540659784
VPC14449,AL137792.1,0.065691763,1,0.985175992
VPC14449,PTAFR,-0.539077912,1,0.535826869
VPC14449,DNAJC8,-0.046955953,0.996133914,0.480227111
VPC14449,ATP5IF1,0.092622227,0.996133914,0.643561467
VPC14449,AL353622.1,0.032960917,0.996133914,0.931538181
VPC14449,AL353622.2,-2.381779171,1,0.167256362
