Drug,geneName,log2FoldChange,padj no NA,pvalue
VPC14449,SESN2,0.447998759,0.996133914,0.120305277
VPC14449,MED18,0.174009406,0.996133914,0.487660005
VPC14449,PHACTR4,0.037659415,0.996133914,0.691379161
VPC14449,CR391992.1,-0.896099006,1,0.798404311
VPC14449,RCC1,-0.00594599,0.99921456,0.974605361
VPC14449,SNHG3,0.287801859,0.996133914,0.220791633
VPC14449,SNORA73B,-0.054484053,0.996133914,0.897049971
VPC14449,PRDX3P2,-1.415177383,1,0.395812947
VPC14449,AL513497.1,-0.573286846,0.996133914,0.110404999
VPC14449,TRNAU1AP,0.191412653,0.996133914,0.42774169
VPC14449,SNHG12,-0.353509005,0.996133914,0.389520168
VPC14449,SNORD99,0.052245696,1,0.968402359
VPC14449,TAF12,0.047416629,0.996133914,0.534080378
VPC14449,RAB42,1.028449928,1,0.424094008
VPC14449,LINC01715,0.140435259,0.996133914,0.646627414
VPC14449,GMEB1,0.008422951,0.996133914,0.943607612
VPC14449,YTHDF2,-0.028624228,0.996133914,0.759918644
VPC14449,OPRD1,0.619644375,1,0.493428863
VPC14449,AL009181.1,-0.823435654,1,0.67004291
VPC14449,EPB41,-0.100344018,0.996133914,0.702832596
VPC14449,AL138785.1,-0.003176533,0.999863172,0.995062597
VPC14449,SRSF4,-0.037970164,0.996133914,0.701488564
VPC14449,MECR,0.29661137,0.996133914,0.354636993
VPC14449,AL590729.1,-0.488801175,1,0.654014549
VPC14449,PTPRU,0.378448487,0.996133914,0.147651232
VPC14449,LINC01756,0.263338271,1,0.730592692
VPC14449,MATN1,0.418721099,0.996133914,0.461049437
VPC14449,MATN1-AS1,-0.357442551,0.996133914,0.364921933
VPC14449,LAPTM5,-1.250519423,1,0.428954542
VPC14449,LINC01778,-0.350465968,0.996133914,0.243195142
VPC14449,SDC3,0.054658831,0.996133914,0.786871089
VPC14449,PUM1,-0.069034455,0.996133914,0.769003227
VPC14449,NKAIN1,-0.473084748,0.996133914,0.284899494
VPC14449,SNRNP40,-0.167225749,0.996133914,0.320923598
VPC14449,AC114495.2,-0.979188864,1,0.286343016
VPC14449,ZCCHC17,-0.190400833,0.996133914,0.043812799
VPC14449,FABP3,-0.228149964,0.996133914,0.516860341
VPC14449,SERINC2,0.368391719,0.996133914,0.358481952
VPC14449,TINAGL1,1.062734652,0.996133914,0.079857395
VPC14449,HCRTR1,-1.797748456,1,0.470974083
VPC14449,PEF1,0.124378239,0.996133914,0.675628212
VPC14449,AC114488.2,1.295138801,1,0.228308684
VPC14449,AC114488.3,-0.896100085,1,0.775791039
VPC14449,COL16A1,0.511496186,0.996133914,0.173799291
VPC14449,ADGRB2,0.356064601,0.996133914,0.244637407
VPC14449,AL354919.2,-0.896090951,1,0.870650432
VPC14449,SPOCD1,-0.277369967,1,0.795334371
VPC14449,PTP4A2,-0.131554462,0.996133914,0.55635692
VPC14449,AL136115.1,-1.799720073,1,0.654099241
VPC14449,KHDRBS1,-0.117735999,0.996133914,0.496063377
VPC14449,AL445248.1,-0.833331888,1,0.658703411
VPC14449,TMEM39B,0.274346358,0.996133914,0.3646986
VPC14449,KPNA6,-0.101254836,0.996133914,0.479369279
VPC14449,TXLNA,-0.064890811,0.996133914,0.289157409
VPC14449,CCDC28B,0.196827641,0.996133914,0.523277083
VPC14449,AL049795.1,-0.77887988,1,0.469904693
VPC14449,IQCC,0.052401648,0.996133914,0.730184859
VPC14449,DCDC2B,-0.830955333,1,0.385313324
VPC14449,TMEM234,0.057593071,0.996133914,0.827590247
VPC14449,EIF3I,0.163460014,0.996133914,0.617329554
VPC14449,MTMR9LP,0.192692944,0.996133914,0.571259952
VPC14449,FAM167B,-0.034476034,0.996133914,0.918549951
VPC14449,LCK,0,1,1
VPC14449,HDAC1,0.07937724,0.996133914,0.603504905
VPC14449,MARCKSL1,0.146875606,0.996133914,0.640500901
VPC14449,AL109945.1,-0.522580789,1,0.718678508
VPC14449,TSSK3,0.089303785,0.996133914,0.895293343
VPC14449,FAM229A,0.111182672,0.996133914,0.689935981
VPC14449,BSDC1,-0.085859632,0.996133914,0.288492472
VPC14449,GAPDHP20,1.02747285,1,0.854001275
VPC14449,ZBTB8B,-0.393701922,1,0.541891878
VPC14449,ZBTB8A,-0.464165906,0.996133914,0.325423302
VPC14449,ZBTB8OS,-0.100825915,0.996133914,0.759742243
VPC14449,RBBP4,-0.242957803,0.996133914,0.182297526
VPC14449,SYNC,2.742766349,1,0.075442081
VPC14449,AC114489.1,1.110883263,1,0.633163507
VPC14449,KIAA1522,0.073250389,0.996133914,0.761793331
VPC14449,YARS,0.28769793,0.996133914,0.390537228
VPC14449,S100PBP,-0.107358478,0.996133914,0.518562683
VPC14449,FNDC5,0.435226382,0.996133914,0.150535483
VPC14449,HPCA,0.529618898,1,0.623562108
VPC14449,TMEM54,0.253489482,0.996133914,0.442130796
VPC14449,RNF19B,0.102670246,0.996133914,0.431364386
VPC14449,AL031602.1,-2.800096832,1,0.124882255
VPC14449,AL355864.1,0.031491551,1,0.982326141
VPC14449,AL355864.2,1.027486734,1,0.614083321
VPC14449,AL020995.1,1.027473086,1,0.852923759
VPC14449,AK2,-0.055528898,0.996133914,0.760416965
VPC14449,AZIN2,0.191989747,0.996133914,0.391850223
VPC14449,AL662907.1,-0.081528058,0.996133914,0.859446016
VPC14449,TRIM62,0.243921207,0.996133914,0.345310023
VPC14449,AL662907.2,-0.172281586,0.996133914,0.807687977
VPC14449,ZNF362,0.283215606,0.996133914,0.177529755
VPC14449,AL513327.3,0.040802351,1,0.956382492
VPC14449,A3GALT2,-1.411204618,1,0.483762648
VPC14449,AL513327.1,0.049371873,0.996133914,0.929896544
VPC14449,PHC2,0.280368202,0.996133914,0.266681858
VPC14449,MIR3605,0,1,1
VPC14449,RN7SKP16,0.046750158,1,0.965747974
VPC14449,AL513327.2,-0.090012613,0.996133914,0.868055441
VPC14449,ZSCAN20,-0.146000331,0.996133914,0.398599828
VPC14449,SMIM12,0.145476371,0.996133914,0.587334519
VPC14449,AL122010.1,-0.157928134,0.996133914,0.666279062
VPC14449,DLGAP3,-0.08772524,0.996133914,0.856882139
VPC14449,AC114490.3,0.616181988,0.996133914,0.379928246
VPC14449,AC114490.1,0.01989257,1,0.979133063
VPC14449,TMEM35B,0.469029425,0.996133914,0.436792724
VPC14449,ZMYM6,0.010786581,0.99921456,0.983994238
VPC14449,ZMYM1,0.113334207,0.996133914,0.865904765
VPC14449,EFCAB14P1,1.837881454,1,0.507461149
VPC14449,SFPQ,-0.29427053,0.996133914,0.116118874
VPC14449,ZMYM4,-0.155343428,0.996133914,0.756039958
VPC14449,RPL5P4,-0.279779222,0.996133914,0.29378599
VPC14449,KIAA0319L,0.307322765,0.996133914,0.20519057
VPC14449,NCDN,0.213759762,0.996133914,0.499829845
VPC14449,AC004865.2,0.700792236,0.996133914,0.260350022
VPC14449,TFAP2E,-0.354550094,0.996133914,0.395172774
VPC14449,PSMB2,0.145206285,0.996133914,0.558023775
VPC14449,C1orf216,0.029858044,0.996133914,0.887394187
VPC14449,CLSPN,-0.192436025,0.996133914,0.726311123
VPC14449,AL354864.1,-1.40682487,1,0.441365558
VPC14449,AGO4,0.070375842,0.996133914,0.846623023
VPC14449,AGO1,-0.013686209,0.996133914,0.897086677
VPC14449,AGO3,-0.071575818,0.996133914,0.802007319
VPC14449,AL138787.1,1.493748542,1,0.43836277
VPC14449,TEKT2,-0.25911898,1,0.809518337
VPC14449,ADPRHL2,0.140422011,0.996133914,0.615708564
VPC14449,COL8A2,-0.514374052,0.996133914,0.407529801
VPC14449,TRAPPC3,-0.035334365,0.996133914,0.831736452
VPC14449,MAP7D1,-0.298968026,0.996133914,0.3714292
VPC14449,THRAP3,-0.310661772,0.996133914,0.22765362
VPC14449,SH3D21,-0.345038692,0.996133914,0.177942312
VPC14449,EVA1B,-0.008233597,0.99921456,0.98101385
VPC14449,AL591845.1,-1.234622994,0.376285553,0.00511586
VPC14449,STK40,0.079947382,0.996133914,0.776131573
VPC14449,LSM10,-0.013564453,0.998707892,0.965535681
VPC14449,OSCP1,0.145199862,0.996133914,0.425773637
VPC14449,SNORA63C,1.87667018,1,0.727968421
VPC14449,MRPS15,0.075743203,0.996133914,0.732685416
VPC14449,CSF3R,1.574053042,1,0.341088622
VPC14449,LINC01137,0.277023596,0.996133914,0.293788953
VPC14449,ZC3H12A,-0.171987982,0.996133914,0.488675092
VPC14449,MEAF6,-0.363501797,0.996133914,0.050627979
VPC14449,MIR5581,-0.121416307,1,0.901589113
VPC14449,SNIP1,-0.128949605,0.996133914,0.067574305
VPC14449,FTH1P1,0.099003972,1,0.923129532
VPC14449,AL034379.1,-0.267840331,0.996133914,0.551724241
VPC14449,DNALI1,-0.227059338,0.996133914,0.386735173
VPC14449,GNL2,-0.347585287,0.996133914,0.335370388
VPC14449,AL513220.1,1.027466322,1,0.876741705
VPC14449,C1orf109,-0.19527428,0.996133914,0.258927149
VPC14449,CDCA8,0.145742154,0.996133914,0.521336008
VPC14449,EPHA10,0.156416484,0.996133914,0.507650472
VPC14449,ACTN4P2,0.580719365,1,0.727351281
VPC14449,MANEAL,0.171741492,0.996133914,0.598482917
VPC14449,YRDC,-0.131280727,0.996133914,0.34253906
VPC14449,C1orf122,0.080235649,0.996133914,0.812501046
VPC14449,MTF1,-0.119025192,0.996133914,0.692368486
VPC14449,INPP5B,0.247728628,0.548924653,0.009037481
VPC14449,RF00092,0,1,1
VPC14449,SF3A3,-0.003425679,0.99921456,0.97774869
VPC14449,RNU6-510P,0.022449141,1,0.9804798
VPC14449,FHL3,0.368514904,0.996133914,0.310381992
VPC14449,UTP11,-0.17325948,0.996133914,0.06945452
VPC14449,POU3F1,1.045165216,1,0.368271223
VPC14449,AL139158.2,-1.172271546,1,0.32330434
VPC14449,AL354702.1,-0.304731975,0.996133914,0.393647409
VPC14449,RRAGC,-0.105235867,0.996133914,0.624884596
VPC14449,AL139260.1,0.138910434,0.996133914,0.759222381
VPC14449,MYCBP,-0.122523924,0.996133914,0.621240426
VPC14449,GJA9-MYCBP,-0.207620265,1,0.857436237
VPC14449,GJA9,-0.23769681,1,0.842694982
VPC14449,RHBDL2,0.051644742,0.996133914,0.857661333
VPC14449,AKIRIN1,-0.26455807,0.996133914,0.146205728
VPC14449,NDUFS5,0.129619757,0.996133914,0.579425737
VPC14449,MACF1,0.025041851,0.996133914,0.933025332
VPC14449,BMP8A,0.394719583,0.996133914,0.264711305
VPC14449,OXCT2P1,0.558913992,0.996133914,0.261221114
VPC14449,PPIEL,0.109577518,0.996133914,0.760984054
VPC14449,PABPC4,0.175638552,0.996133914,0.403447088
VPC14449,AL365277.1,0.025697479,1,0.976917332
VPC14449,SNORA55,-0.856735001,1,0.460466942
VPC14449,NT5C1A,3.684394211,1,0.030266673
VPC14449,HPCAL4,0.200742134,0.996133914,0.473479242
VPC14449,PPIE,0.040019689,0.996133914,0.826284064
VPC14449,BMP8B,-0.131916597,0.996133914,0.488946232
VPC14449,OXCT2,0.499152179,0.996133914,0.374532809
VPC14449,AL033527.3,-2.155357271,1,0.164705398
VPC14449,TRIT1,-0.091757593,0.996133914,0.393868805
VPC14449,MYCL,-0.28607532,0.996133914,0.113730749
VPC14449,AL033527.2,1.020661816,1,0.342907358
VPC14449,MFSD2A,-0.321477844,0.996133914,0.292817801
VPC14449,AL663070.1,-0.002099381,0.999863172,0.995703541
VPC14449,CAP1,-0.059556558,0.996133914,0.343067187
VPC14449,PPT1,0.030212546,0.996133914,0.820166457
VPC14449,AL512599.1,-0.896097381,1,0.822378279
VPC14449,RLF,-0.331278379,0.996133914,0.627779072
VPC14449,AL050341.2,0.1630448,0.996133914,0.722195932
VPC14449,ZMPSTE24,-0.236540544,0.996133914,0.538648413
VPC14449,AL050341.1,1.411989193,1,0.758182471
VPC14449,COL9A2,0.238382295,0.996133914,0.448005085
VPC14449,AL031985.2,-1.828997156,1,0.227856421
VPC14449,SMAP2,0.155689366,0.996133914,0.457635236
VPC14449,AL031985.4,0.389271148,0.996133914,0.597057006
VPC14449,ZFP69B,-0.046167057,0.996133914,0.923476879
VPC14449,AL031985.3,-0.281168615,0.996133914,0.607293196
VPC14449,AL603839.4,0.06569144,1,0.988903992
VPC14449,ZFP69,-2.65851971,1,0.030594348
VPC14449,AL603839.3,-0.162619519,0.996133914,0.632351682
VPC14449,EXO5,-0.016699106,0.996133914,0.90819335
VPC14449,AL603839.2,0.901932271,1,0.294903902
VPC14449,ZNF684,0.285921833,0.996133914,0.597310116
VPC14449,RIMS3,0.239177297,0.996133914,0.215580474
VPC14449,AL031289.1,0.668854012,1,0.546116681
VPC14449,NFYC-AS1,-0.068627344,0.996133914,0.820039638
VPC14449,NFYC,0.270575784,0.996133914,0.285971265
VPC14449,KCNQ4,-0.021803193,0.996133914,0.942046831
VPC14449,CITED4,0.307658081,0.996133914,0.468009019
VPC14449,CTPS1,-0.072765519,0.996133914,0.729623463
VPC14449,SLFNL1-AS1,-0.151626173,0.996133914,0.81180918
VPC14449,SLFNL1,-0.244962886,0.996133914,0.64021718
VPC14449,SCMH1,0.081652891,0.996133914,0.734543062
VPC14449,AC093151.3,0.935634193,1,0.576573221
VPC14449,FOXO6,0.567378875,0.996133914,0.159795093
VPC14449,EDN2,0.734360968,0.431328801,0.00621062
VPC14449,HIVEP3,0.011104748,0.996133914,0.938937638
VPC14449,AL445933.1,2.29505246,1,0.112120836
VPC14449,FOXJ3,-0.015459567,0.997564285,0.95520181
VPC14449,AC096540.1,0.085080209,0.996133914,0.703707638
VPC14449,RIMKLA,-0.041337378,0.996133914,0.781906948
VPC14449,ZMYND12,0.206829931,0.996133914,0.154765857
VPC14449,PPCS,-0.025951993,0.996133914,0.850079596
VPC14449,CCDC30,-0.144690268,0.996133914,0.661384503
VPC14449,TMSB4XP1,-0.896100127,1,0.774764525
VPC14449,AL445669.2,0.065691773,1,0.984980877
VPC14449,PPIH,0.089464317,0.996133914,0.600781061
VPC14449,AC098484.4,-0.099746361,0.996133914,0.648449586
VPC14449,AC098484.2,-0.406168287,1,0.650713626
VPC14449,YBX1,0.054148419,0.996133914,0.811877235
VPC14449,P3H1,0.102099131,0.996133914,0.701853004
VPC14449,C1orf50,-0.154745999,0.996133914,0.447502825
VPC14449,TMEM269,-0.465257208,0.996133914,0.487411102
VPC14449,SVBP,0.2903964,0.996133914,0.09137646
VPC14449,ERMAP,0.132488192,0.996133914,0.23327625
VPC14449,AL512353.1,-0.357260212,0.996133914,0.491404141
VPC14449,ZNF691,0.306387837,0.996133914,0.213031838
VPC14449,ATP6V1E1P1,-0.511561144,1,0.785165309
VPC14449,SLC2A1,-0.073506999,0.996133914,0.835933336
VPC14449,SLC2A1-AS1,0.222084433,0.996133914,0.526144878
VPC14449,AC099795.1,1.210938729,1,0.627745564
VPC14449,FAM183A,-0.057070324,0.996133914,0.902191721
VPC14449,EBNA1BP2,-0.112125492,0.996133914,0.451425085
VPC14449,CFAP57,0.002277161,0.999863172,0.995997477
VPC14449,TMEM125,0.241414119,0.996133914,0.50703496
VPC14449,C1orf210,0.025622984,0.996133914,0.883590698
VPC14449,TIE1,1.027482405,1,0.772038341
VPC14449,MPL,0.571828341,0.996133914,0.3125604
VPC14449,AL139289.2,-0.085941575,0.996133914,0.770675021
VPC14449,CDC20,0.244505864,0.996133914,0.491896776
VPC14449,ELOVL1,0.065809657,0.996133914,0.830932578
VPC14449,MED8,-0.001486494,0.999863172,0.994393325
VPC14449,AL139289.1,-0.744833078,1,0.387699469
VPC14449,SZT2,0.140759681,0.996133914,0.413828843
VPC14449,HYI-AS1,1.027477599,1,0.826341104
VPC14449,PTPRF,0.216320709,0.996133914,0.34837617
VPC14449,KDM4A,0.217788902,0.390988351,0.005383043
VPC14449,KDM4A-AS1,0.042186857,0.996133914,0.906843733
VPC14449,ST3GAL3,0.313620651,0.996133914,0.213242022
VPC14449,SHMT1P1,-3.369107309,1,0.232853462
VPC14449,ARTN,0.121964995,0.996133914,0.757027815
VPC14449,AL357079.1,0.258010357,0.996133914,0.568470007
VPC14449,IPO13,0.127875359,0.996133914,0.636629628
VPC14449,AL357079.2,-0.462306487,0.996133914,0.447884234
VPC14449,DPH2,-0.047108494,0.996133914,0.87564917
VPC14449,ATP6V0B,0.201583194,0.996133914,0.548246338
VPC14449,B4GALT2,0.165989994,0.996133914,0.672227759
VPC14449,CCDC24,0.087456629,0.996133914,0.63943739
VPC14449,SLC6A9,0.629935835,0.996133914,0.111818916
VPC14449,AL139220.2,0.221373828,0.996133914,0.47989177
VPC14449,AL356653.1,-1.413356036,1,0.154126452
VPC14449,DMAP1,0.130919438,0.996133914,0.562916177
VPC14449,ERI3,0.278671105,0.996133914,0.458400552
VPC14449,ERI3-IT1,0.025222008,1,0.983356832
VPC14449,RNF220,0.130448838,0.996133914,0.493232167
VPC14449,TMEM53,0.23452304,0.996133914,0.478303661
VPC14449,ARMH1,-0.25318513,0.996133914,0.541702867
VPC14449,RNU5D-1,1.927097542,1,0.298374924
VPC14449,KIF2C,0.196123104,0.996133914,0.374346838
VPC14449,AL592166.1,0.148589065,1,0.843785776
VPC14449,RPS8,0.027075458,0.996133914,0.893354976
VPC14449,SNORD46,0.495198551,0.996133914,0.357763231
VPC14449,SNORD38A,1.02907578,1,0.458979952
VPC14449,RPS15AP11,-0.144413714,0.996133914,0.796703607
VPC14449,BEST4,0.065754995,1,0.943281976
VPC14449,PLK3,0.051465631,0.996133914,0.856974355
VPC14449,TCTEX1D4,0.173950396,0.996133914,0.699896515
VPC14449,BTBD19,0.488516077,1,0.586052685
VPC14449,PTCH2,-0.485993119,0.996133914,0.437518161
VPC14449,AL136380.1,-0.245107231,1,0.741821016
VPC14449,EIF2B3,-0.064001903,0.996133914,0.755811555
VPC14449,PPIAP35,-0.524666371,1,0.48603298
VPC14449,MRPS17P1,0.061107819,0.996133914,0.914440598
VPC14449,HECTD3,0.294124089,0.996133914,0.299404924
VPC14449,UROD,0.23647331,0.996133914,0.344322651
VPC14449,ZSWIM5,0.425368949,0.092476791,0.000769225
VPC14449,LINC01144,0.348146846,0.996133914,0.27662317
VPC14449,HPDL,-0.835633167,1,0.325652388
VPC14449,MUTYH,0.167866938,0.996133914,0.538529872
VPC14449,TOE1,-0.099100237,0.996133914,0.554400671
VPC14449,TESK2,0.240981638,0.996133914,0.11753074
VPC14449,CCDC163,0.094566075,0.996133914,0.694297654
VPC14449,MMACHC,0.098004803,0.996133914,0.646269945
VPC14449,PRDX1,0.097586074,0.996133914,0.561551072
VPC14449,AKR1A1,0.306895647,0.996133914,0.418369748
VPC14449,AL355480.3,-1.413146875,1,0.408051034
VPC14449,AL355480.1,-0.113054118,1,0.899593067
VPC14449,NASP,-0.175379352,0.996133914,0.295377337
VPC14449,CCDC17,0.150153522,0.996133914,0.814884578
VPC14449,GPBP1L1,-0.018608452,0.996133914,0.942922316
VPC14449,RPS15AP10,-0.991107458,1,0.576254127
VPC14449,AL604028.2,-0.731174059,1,0.510113316
VPC14449,TMEM69,0.075582261,0.996133914,0.259850286
VPC14449,IPP,-0.015771467,0.996133914,0.942133429
VPC14449,AL604028.1,-0.332177535,0.996133914,0.456794721
VPC14449,AL603882.1,0.797268941,1,0.492452848
VPC14449,MAST2,0.221536661,0.996133914,0.371135934
VPC14449,PIK3R3,0.086827936,0.996133914,0.771867596
VPC14449,AL358075.1,1.815088404,1,0.69531016
VPC14449,AL358075.2,0.142129302,0.996133914,0.605052617
VPC14449,TSPAN1,0.305786885,0.996133914,0.347901729
VPC14449,POMGNT1,0.285590435,0.996133914,0.441965096
VPC14449,LURAP1,0.065691451,1,0.988823053
VPC14449,RAD54L,0.221721231,0.996133914,0.358186583
VPC14449,LRRC41,0.079758372,0.996133914,0.767494338
VPC14449,UQCRH,-0.026356131,0.996133914,0.809881834
VPC14449,NSUN4,-0.009288023,0.996133914,0.931964535
VPC14449,FAAH,0.22659297,0.996133914,0.427438131
VPC14449,FAAHP1,-0.673907619,1,0.56347139
VPC14449,DMBX1,0.00016318,0.999944892,0.999543354
VPC14449,MKNK1-AS1,-0.226798495,1,0.763701751
VPC14449,MKNK1,0.084817952,0.996133914,0.444333247
VPC14449,MOB3C,0.073820293,0.996133914,0.524331417
VPC14449,ATPAF1,-0.038583075,0.996133914,0.836986606
VPC14449,NENFP1,-0.896097203,1,0.824517852
VPC14449,TEX38,0.220767136,0.996133914,0.594394718
VPC14449,EFCAB14-AS1,-1.411804628,1,0.44798843
VPC14449,EFCAB14,-0.092629544,0.996133914,0.666917114
VPC14449,CYP4B1,0.928952711,1,0.275820461
VPC14449,CYP4X1,-0.830962387,1,0.860224001
VPC14449,CYP4Z1,1.794799558,1,0.490064437
VPC14449,CYP4A22-AS1,0.142020041,0.996133914,0.827149455
VPC14449,LINC00853,0.241847491,0.996133914,0.457670234
VPC14449,PDZK1IP1,0.417633826,0.996133914,0.373208144
VPC14449,TAL1,1.350968456,1,0.268463099
VPC14449,STIL,-0.126407652,0.996133914,0.743064107
VPC14449,CMPK1,-0.136561421,0.996133914,0.801829668
VPC14449,LINC01389,0.623925364,1,0.717297115
VPC14449,FOXD2-AS1,0.517860018,0.996133914,0.101437224
VPC14449,FOXD2,0.602477322,0.996133914,0.159906005
VPC14449,TRABD2B,0.438156516,0.996133914,0.260592713
VPC14449,AC096541.1,0.065691944,1,0.980168797
VPC14449,AL356289.3,1.51529866,1,0.70507369
VPC14449,SLC5A9,0,1,1
VPC14449,SPATA6,0.186855337,0.996133914,0.589185042
VPC14449,AL356968.2,-0.17287387,0.996133914,0.528409103
VPC14449,AGBL4,0.61334483,0.996133914,0.343042092
VPC14449,BEND5,1.758313319,1,0.061125432
VPC14449,AL596275.1,1.404536807,1,0.190087361
VPC14449,FAF1,0.040911383,0.996133914,0.806036383
VPC14449,PHBP12,-0.829624692,1,0.67961285
VPC14449,CDKN2C,0.021122499,0.996133914,0.909147515
VPC14449,CFL1P2,0.065692057,1,0.972130163
VPC14449,LINC01562,-2.142658263,1,0.247720298
VPC14449,RNF11,-0.203980268,0.996133914,0.604694026
VPC14449,AL162430.1,0.086407016,0.996133914,0.852521455
VPC14449,TTC39A,0.048027779,0.996133914,0.839312659
VPC14449,TTC39A-AS1,0.467406797,0.996133914,0.243627192
VPC14449,EPS15,-0.282074352,0.996133914,0.503422201
VPC14449,AL671986.1,0.538447088,1,0.617394447
VPC14449,AC104170.2,1.112289683,1,0.451500544
VPC14449,AC104170.1,-0.30635247,1,0.682327303
VPC14449,CALR4P,0.513940036,0.996133914,0.387477757
VPC14449,OSBPL9,-0.107512181,0.996133914,0.74904843
VPC14449,NRDC,-0.126708123,0.996133914,0.535234963
VPC14449,AL050343.1,0.353847322,1,0.797046586
VPC14449,RAB3B,-0.459594517,0.996133914,0.08501315
VPC14449,TXNDC12,0.133849928,0.996133914,0.452964166
VPC14449,KTI12,-0.005030432,0.99921456,0.974436907
VPC14449,AL445685.1,-0.830892682,1,0.813958522
VPC14449,TXNDC12-AS1,0.06646711,1,0.969791762
VPC14449,BTF3L4,-0.144947456,0.996133914,0.574313527
VPC14449,ZFYVE9,-0.214682631,0.996133914,0.548527387
VPC14449,AL139156.2,-0.637958319,0.996133914,0.198384977
VPC14449,CC2D1B,-0.088663814,0.996133914,0.561467004
VPC14449,AL513218.1,0.353961828,1,0.847777425
VPC14449,PLA2G12AP1,0.377927795,0.996133914,0.359899956
VPC14449,ORC1,0.097685728,0.996133914,0.731381888
VPC14449,PRPF38A,-0.007587834,0.996133914,0.943518173
VPC14449,TUT4,-0.114620803,0.996133914,0.832676202
VPC14449,AL591167.1,0.49026865,1,0.733282924
VPC14449,EEF1GP7,1.948755859,1,0.485556242
VPC14449,SHISAL2A,-1.491437576,1,0.325208968
VPC14449,COA7,-0.238125539,0.996133914,0.157955966
VPC14449,ZYG11B,-0.307561825,0.996133914,0.625684808
VPC14449,RPS13P2,0.055367317,0.996133914,0.893972161
VPC14449,ZYG11A,1.082501098,0.996133914,0.034672511
VPC14449,ECHDC2,0.040491516,0.996133914,0.730870217
VPC14449,AC099677.1,-0.144408973,0.996133914,0.863096593
VPC14449,SCP2,-0.059398045,0.996133914,0.896059453
VPC14449,AL445183.3,0,1,1
VPC14449,SLC1A7,1.954547538,1,0.569120527
VPC14449,CPT2,-0.040691102,0.996133914,0.61477616
VPC14449,AL606760.2,1.358824252,1,0.148211717
VPC14449,C1orf123,0.024314569,0.996133914,0.88567783
VPC14449,AL606760.3,1.045908851,0.996133914,0.14745189
VPC14449,MAGOH,-0.086055779,0.996133914,0.62813146
VPC14449,AL606760.1,0.53537766,0.996133914,0.024954398
VPC14449,LRP8,-0.311840797,0.996133914,0.094071193
VPC14449,AL355483.1,0.877043274,1,0.748530642
VPC14449,AL355483.3,0,1,1
VPC14449,LINC01771,-0.308919651,0.996133914,0.589173893
VPC14449,GLIS1,0.510747269,1,0.545596007
VPC14449,NDC1,-0.138648807,0.996133914,0.549351208
VPC14449,YIPF1,0.240451238,0.996133914,0.405091966
VPC14449,DIO1,0.187898553,0.996133914,0.42873293
VPC14449,HSPB11,-0.017272894,0.996133914,0.92445456
VPC14449,LRRC42,-0.003642246,0.99921456,0.971302823
VPC14449,HNRNPA3P12,-1.974630417,1,0.136578553
VPC14449,LDLRAD1,-0.224710893,0.996133914,0.707885345
VPC14449,TMEM59,-0.101818353,0.996133914,0.536146014
VPC14449,AL353898.3,0.62564563,1,0.703007829
VPC14449,TCEANC2,0.020402113,0.996133914,0.880122214
VPC14449,AL357673.1,1.02748369,1,0.746179459
VPC14449,CYB5RL,-0.143115354,0.996133914,0.250162682
VPC14449,MRPL37,0.289192337,0.996133914,0.428859518
